Year,Region,Product_Category,Actual_Units_Sold (2015-2024),Forecast_Units_Sold (2025-2035),ASP (Avg_Selling_Price)
2022,Czech Republic,Steam iron – Cordless steam iron,0.045,,163.69
2023,Czech Republic,Steam iron – Cordless steam iron,0.045,,166.96
2024,Czech Republic,Steam iron – Cordless steam iron,0.046,,170.3
2025,Czech Republic,Steam iron – Cordless steam iron,,0.046,173.71
2026,Czech Republic,Steam iron – Cordless steam iron,,0.047,177.18
2027,Czech Republic,Steam iron – Cordless steam iron,,0.047,180.72
2028,Czech Republic,Steam iron – Cordless steam iron,,0.048,184.34
2029,Czech Republic,Steam iron – Cordless steam iron,,0.048,188.03
2030,Czech Republic,Steam iron – Cordless steam iron,,0.049,191.79
2031,Czech Republic,Steam iron – Cordless steam iron,,0.049,195.62
2032,Czech Republic,Steam iron – Cordless steam iron,,0.05,199.53
2033,Czech Republic,Steam iron – Cordless steam iron,,0.05,203.53
2034,Czech Republic,Steam iron – Cordless steam iron,,0.051,207.6
2035,Czech Republic,Steam iron – Cordless steam iron,,0.051,211.75
2015,Denmark,Refrigerator – Top-freezer,0.25,,782.0
2016,Denmark,Refrigerator – Top-freezer,0.255,,797.64
2017,Denmark,Refrigerator – Top-freezer,0.259,,813.59
2018,Denmark,Refrigerator – Top-freezer,0.264,,829.86
2019,Denmark,Refrigerator – Top-freezer,0.268,,846.46
2020,Denmark,Refrigerator – Top-freezer,0.273,,863.39
2021,Denmark,Refrigerator – Top-freezer,0.278,,880.66
2022,Denmark,Refrigerator – Top-freezer,0.283,,898.27
2023,Denmark,Refrigerator – Top-freezer,0.288,,916.24
2024,Denmark,Refrigerator – Top-freezer,0.294,,934.56
2025,Denmark,Refrigerator – Top-freezer,,0.299,953.25
2026,Denmark,Refrigerator – Top-freezer,,0.304,972.32
2027,Denmark,Refrigerator – Top-freezer,,0.309,991.77
2028,Denmark,Refrigerator – Top-freezer,,0.314,1011.6
2029,Denmark,Refrigerator – Top-freezer,,0.319,1031.83
2030,Denmark,Refrigerator – Top-freezer,,0.325,1052.47
2031,Denmark,Refrigerator – Top-freezer,,0.33,1073.52
2032,Denmark,Refrigerator – Top-freezer,,0.336,1094.99
2033,Denmark,Refrigerator – Top-freezer,,0.342,1116.89
2034,Denmark,Refrigerator – Top-freezer,,0.347,1139.23
2035,Denmark,Refrigerator – Top-freezer,,0.353,1162.01
2015,Denmark,Refrigerator – Bottom-freezer,0.15,,920.0
2016,Denmark,Refrigerator – Bottom-freezer,0.153,,938.4
2017,Denmark,Refrigerator – Bottom-freezer,0.155,,957.17
2018,Denmark,Refrigerator – Bottom-freezer,0.158,,976.31
2019,Denmark,Refrigerator – Bottom-freezer,0.161,,995.84
2020,Denmark,Refrigerator – Bottom-freezer,0.164,,1015.75
2021,Denmark,Refrigerator – Bottom-freezer,0.167,,1036.07
2022,Denmark,Refrigerator – Bottom-freezer,0.17,,1056.79
2023,Denmark,Refrigerator – Bottom-freezer,0.173,,1077.93
2024,Denmark,Refrigerator – Bottom-freezer,0.176,,1099.49
2025,Denmark,Refrigerator – Bottom-freezer,,0.179,1121.47
2026,Denmark,Refrigerator – Bottom-freezer,,0.182,1143.9
2027,Denmark,Refrigerator – Bottom-freezer,,0.185,1166.78
2028,Denmark,Refrigerator – Bottom-freezer,,0.188,1190.12
2029,Denmark,Refrigerator – Bottom-freezer,,0.192,1213.92
2030,Denmark,Refrigerator – Bottom-freezer,,0.195,1238.2
2031,Denmark,Refrigerator – Bottom-freezer,,0.198,1262.96
2032,Denmark,Refrigerator – Bottom-freezer,,0.202,1288.22
2033,Denmark,Refrigerator – Bottom-freezer,,0.205,1313.99
2034,Denmark,Refrigerator – Bottom-freezer,,0.208,1340.27
2035,Denmark,Refrigerator – Bottom-freezer,,0.212,1367.07
2015,Denmark,Refrigerator – Side-by-side,0.1,,1150.0
2016,Denmark,Refrigerator – Side-by-side,0.102,,1173.0
2017,Denmark,Refrigerator – Side-by-side,0.104,,1196.46
2018,Denmark,Refrigerator – Side-by-side,0.106,,1220.39
2019,Denmark,Refrigerator – Side-by-side,0.108,,1244.8
2020,Denmark,Refrigerator – Side-by-side,0.11,,1269.69
2021,Denmark,Refrigerator – Side-by-side,0.113,,1295.09
2022,Denmark,Refrigerator – Side-by-side,0.115,,1320.99
2023,Denmark,Refrigerator – Side-by-side,0.117,,1347.41
2024,Denmark,Refrigerator – Side-by-side,0.12,,1374.36
2025,Denmark,Refrigerator – Side-by-side,,0.122,1401.84
2026,Denmark,Refrigerator – Side-by-side,,0.124,1429.88
2027,Denmark,Refrigerator – Side-by-side,,0.126,1458.48
2028,Denmark,Refrigerator – Side-by-side,,0.129,1487.65
2029,Denmark,Refrigerator – Side-by-side,,0.131,1517.4
2030,Denmark,Refrigerator – Side-by-side,,0.134,1547.75
2031,Denmark,Refrigerator – Side-by-side,,0.136,1578.7
2032,Denmark,Refrigerator – Side-by-side,,0.139,1610.28
2033,Denmark,Refrigerator – Side-by-side,,0.142,1642.48
2034,Denmark,Refrigerator – Side-by-side,,0.144,1675.33
2035,Denmark,Refrigerator – Side-by-side,,0.147,1708.84
2015,Denmark,Washing machine – Top-load agitator,0.1,,586.5
2016,Denmark,Washing machine – Top-load agitator,0.102,,598.23
2017,Denmark,Washing machine – Top-load agitator,0.105,,610.19
2018,Denmark,Washing machine – Top-load agitator,0.107,,622.4
2019,Denmark,Washing machine – Top-load agitator,0.11,,634.85
2020,Denmark,Washing machine – Top-load agitator,0.112,,647.54
2021,Denmark,Washing machine – Top-load agitator,0.115,,660.49
2022,Denmark,Washing machine – Top-load agitator,0.117,,673.7
2023,Denmark,Washing machine – Top-load agitator,0.12,,687.18
2024,Denmark,Washing machine – Top-load agitator,0.123,,700.92
2025,Denmark,Washing machine – Top-load agitator,,0.125,714.94
2026,Denmark,Washing machine – Top-load agitator,,0.128,729.24
2027,Denmark,Washing machine – Top-load agitator,,0.131,743.82
2028,Denmark,Washing machine – Top-load agitator,,0.133,758.7
2029,Denmark,Washing machine – Top-load agitator,,0.136,773.87
2030,Denmark,Washing machine – Top-load agitator,,0.139,789.35
2031,Denmark,Washing machine – Top-load agitator,,0.142,805.14
2032,Denmark,Washing machine – Top-load agitator,,0.145,821.24
2033,Denmark,Washing machine – Top-load agitator,,0.148,837.67
2034,Denmark,Washing machine – Top-load agitator,,0.151,854.42
2035,Denmark,Washing machine – Top-load agitator,,0.154,871.51
2015,Denmark,Washing machine – Top-load impeller (HE),0.14,,655.5
2016,Denmark,Washing machine – Top-load impeller (HE),0.143,,668.61
2017,Denmark,Washing machine – Top-load impeller (HE),0.147,,681.98
2018,Denmark,Washing machine – Top-load impeller (HE),0.15,,695.62
2019,Denmark,Washing machine – Top-load impeller (HE),0.154,,709.53
2020,Denmark,Washing machine – Top-load impeller (HE),0.158,,723.72
2021,Denmark,Washing machine – Top-load impeller (HE),0.161,,738.2
2022,Denmark,Washing machine – Top-load impeller (HE),0.165,,752.96
2023,Denmark,Washing machine – Top-load impeller (HE),0.169,,768.02
2024,Denmark,Washing machine – Top-load impeller (HE),0.173,,783.38
2025,Denmark,Washing machine – Top-load impeller (HE),,0.177,799.05
2026,Denmark,Washing machine – Top-load impeller (HE),,0.181,815.03
2027,Denmark,Washing machine – Top-load impeller (HE),,0.185,831.33
2028,Denmark,Washing machine – Top-load impeller (HE),,0.189,847.96
2029,Denmark,Washing machine – Top-load impeller (HE),,0.193,864.92
2030,Denmark,Washing machine – Top-load impeller (HE),,0.197,882.22
2031,Denmark,Washing machine – Top-load impeller (HE),,0.202,899.86
2032,Denmark,Washing machine – Top-load impeller (HE),,0.206,917.86
2033,Denmark,Washing machine – Top-load impeller (HE),,0.211,936.22
2034,Denmark,Washing machine – Top-load impeller (HE),,0.215,954.94
2035,Denmark,Washing machine – Top-load impeller (HE),,0.22,974.04
2015,Denmark,Washing machine – Front-load,0.16,,793.5
2016,Denmark,Washing machine – Front-load,0.164,,809.37
2017,Denmark,Washing machine – Front-load,0.168,,825.56
2018,Denmark,Washing machine – Front-load,0.172,,842.07
2019,Denmark,Washing machine – Front-load,0.177,,858.91
2020,Denmark,Washing machine – Front-load,0.181,,876.09
2021,Denmark,Washing machine – Front-load,0.186,,893.61
2022,Denmark,Washing machine – Front-load,0.19,,911.48
2023,Denmark,Washing machine – Front-load,0.195,,929.71
2024,Denmark,Washing machine – Front-load,0.2,,948.31
2025,Denmark,Washing machine – Front-load,,0.204,967.27
2026,Denmark,Washing machine – Front-load,,0.209,986.62
2027,Denmark,Washing machine – Front-load,,0.214,1006.35
2028,Denmark,Washing machine – Front-load,,0.219,1026.48
2029,Denmark,Washing machine – Front-load,,0.224,1047.01
2030,Denmark,Washing machine – Front-load,,0.229,1067.95
2031,Denmark,Washing machine – Front-load,,0.234,1089.31
2032,Denmark,Washing machine – Front-load,,0.24,1111.09
2033,Denmark,Washing machine – Front-load,,0.245,1133.31
2034,Denmark,Washing machine – Front-load,,0.251,1155.98
2035,Denmark,Washing machine – Front-load,,0.257,1179.1
2015,Denmark,Microwave oven – Countertop,0.196,,104.65
2016,Denmark,Microwave oven – Countertop,0.198,,106.74
2017,Denmark,Microwave oven – Countertop,0.199,,108.88
2018,Denmark,Microwave oven – Countertop,0.201,,111.06
2019,Denmark,Microwave oven – Countertop,0.202,,113.28
2020,Denmark,Microwave oven – Countertop,0.204,,115.54
2021,Denmark,Microwave oven – Countertop,0.206,,117.85
2022,Denmark,Microwave oven – Countertop,0.207,,120.21
2023,Denmark,Microwave oven – Countertop,0.209,,122.61
2024,Denmark,Microwave oven – Countertop,0.211,,125.07
2025,Denmark,Microwave oven – Countertop,,0.213,127.57
2026,Denmark,Microwave oven – Countertop,,0.215,130.12
2027,Denmark,Microwave oven – Countertop,,0.218,132.72
2028,Denmark,Microwave oven – Countertop,,0.22,135.38
2029,Denmark,Microwave oven – Countertop,,0.222,138.08
2030,Denmark,Microwave oven – Countertop,,0.225,140.85
2031,Denmark,Microwave oven – Countertop,,0.227,143.66
2032,Denmark,Microwave oven – Countertop,,0.23,146.54
2033,Denmark,Microwave oven – Countertop,,0.232,149.47
2034,Denmark,Microwave oven – Countertop,,0.235,152.46
2035,Denmark,Microwave oven – Countertop,,0.237,155.5
2015,Denmark,Microwave oven – Over-the-range,0.056,,134.55
2016,Denmark,Microwave oven – Over-the-range,0.056,,137.24
2017,Denmark,Microwave oven – Over-the-range,0.057,,139.99
2018,Denmark,Microwave oven – Over-the-range,0.057,,142.79
2019,Denmark,Microwave oven – Over-the-range,0.058,,145.64
2020,Denmark,Microwave oven – Over-the-range,0.058,,148.55
2021,Denmark,Microwave oven – Over-the-range,0.059,,151.53
2022,Denmark,Microwave oven – Over-the-range,0.059,,154.56
2023,Denmark,Microwave oven – Over-the-range,0.06,,157.65
2024,Denmark,Microwave oven – Over-the-range,0.06,,160.8
2025,Denmark,Microwave oven – Over-the-range,,0.061,164.02
2026,Denmark,Microwave oven – Over-the-range,,0.061,167.3
2027,Denmark,Microwave oven – Over-the-range,,0.062,170.64
2028,Denmark,Microwave oven – Over-the-range,,0.063,174.05
2029,Denmark,Microwave oven – Over-the-range,,0.064,177.54
2030,Denmark,Microwave oven – Over-the-range,,0.064,181.09
2031,Denmark,Microwave oven – Over-the-range,,0.065,184.71
2032,Denmark,Microwave oven – Over-the-range,,0.066,188.4
2033,Denmark,Microwave oven – Over-the-range,,0.066,192.17
2034,Denmark,Microwave oven – Over-the-range,,0.067,196.01
2035,Denmark,Microwave oven – Over-the-range,,0.068,199.93
2015,Denmark,Microwave oven – Built-in/Drawer,0.028,,209.3
2016,Denmark,Microwave oven – Built-in/Drawer,0.028,,213.49
2017,Denmark,Microwave oven – Built-in/Drawer,0.029,,217.76
2018,Denmark,Microwave oven – Built-in/Drawer,0.029,,222.11
2019,Denmark,Microwave oven – Built-in/Drawer,0.029,,226.55
2020,Denmark,Microwave oven – Built-in/Drawer,0.03,,231.08
2021,Denmark,Microwave oven – Built-in/Drawer,0.03,,235.71
2022,Denmark,Microwave oven – Built-in/Drawer,0.03,,240.42
2023,Denmark,Microwave oven – Built-in/Drawer,0.031,,245.23
2024,Denmark,Microwave oven – Built-in/Drawer,0.031,,250.13
2025,Denmark,Microwave oven – Built-in/Drawer,,0.031,255.14
2026,Denmark,Microwave oven – Built-in/Drawer,,0.032,260.24
2027,Denmark,Microwave oven – Built-in/Drawer,,0.032,265.44
2028,Denmark,Microwave oven – Built-in/Drawer,,0.033,270.75
2029,Denmark,Microwave oven – Built-in/Drawer,,0.033,276.17
2030,Denmark,Microwave oven – Built-in/Drawer,,0.034,281.69
2031,Denmark,Microwave oven – Built-in/Drawer,,0.034,287.32
2032,Denmark,Microwave oven – Built-in/Drawer,,0.035,293.07
2033,Denmark,Microwave oven – Built-in/Drawer,,0.035,298.93
2034,Denmark,Microwave oven – Built-in/Drawer,,0.036,304.91
2035,Denmark,Microwave oven – Built-in/Drawer,,0.036,311.01
2015,Denmark,Induction cooktop / electric stove – Induction hob,0.07,,759.0
2016,Denmark,Induction cooktop / electric stove – Induction hob,0.072,,774.18
2017,Denmark,Induction cooktop / electric stove – Induction hob,0.074,,789.66
2018,Denmark,Induction cooktop / electric stove – Induction hob,0.076,,805.46
2019,Denmark,Induction cooktop / electric stove – Induction hob,0.078,,821.57
2020,Denmark,Induction cooktop / electric stove – Induction hob,0.08,,838.0
2021,Denmark,Induction cooktop / electric stove – Induction hob,0.082,,854.76
2022,Denmark,Induction cooktop / electric stove – Induction hob,0.084,,871.85
2023,Denmark,Induction cooktop / electric stove – Induction hob,0.087,,889.29
2024,Denmark,Induction cooktop / electric stove – Induction hob,0.089,,907.08
2025,Denmark,Induction cooktop / electric stove – Induction hob,,0.091,925.22
2026,Denmark,Induction cooktop / electric stove – Induction hob,,0.093,943.72
2027,Denmark,Induction cooktop / electric stove – Induction hob,,0.096,962.6
2028,Denmark,Induction cooktop / electric stove – Induction hob,,0.098,981.85
2029,Denmark,Induction cooktop / electric stove – Induction hob,,0.101,1001.48
2030,Denmark,Induction cooktop / electric stove – Induction hob,,0.103,1021.51
2031,Denmark,Induction cooktop / electric stove – Induction hob,,0.106,1041.94
2032,Denmark,Induction cooktop / electric stove – Induction hob,,0.108,1062.78
2033,Denmark,Induction cooktop / electric stove – Induction hob,,0.111,1084.04
2034,Denmark,Induction cooktop / electric stove – Induction hob,,0.114,1105.72
2035,Denmark,Induction cooktop / electric stove – Induction hob,,0.117,1127.83
2015,Denmark,Induction cooktop / electric stove – Radiant ceramic (smoothtop),0.08,,632.5
2016,Denmark,Induction cooktop / electric stove – Radiant ceramic (smoothtop),0.082,,645.15
2017,Denmark,Induction cooktop / electric stove – Radiant ceramic (smoothtop),0.084,,658.05
2018,Denmark,Induction cooktop / electric stove – Radiant ceramic (smoothtop),0.086,,671.21
2019,Denmark,Induction cooktop / electric stove – Radiant ceramic (smoothtop),0.088,,684.64
2020,Denmark,Induction cooktop / electric stove – Radiant ceramic (smoothtop),0.09,,698.33
2021,Denmark,Induction cooktop / electric stove – Radiant ceramic (smoothtop),0.092,,712.3
2022,Denmark,Induction cooktop / electric stove – Radiant ceramic (smoothtop),0.094,,726.54
2023,Denmark,Induction cooktop / electric stove – Radiant ceramic (smoothtop),0.096,,741.07
2024,Denmark,Induction cooktop / electric stove – Radiant ceramic (smoothtop),0.098,,755.9
2025,Denmark,Induction cooktop / electric stove – Radiant ceramic (smoothtop),,0.1,771.01
2026,Denmark,Induction cooktop / electric stove – Radiant ceramic (smoothtop),,0.102,786.43
2027,Denmark,Induction cooktop / electric stove – Radiant ceramic (smoothtop),,0.104,802.16
2028,Denmark,Induction cooktop / electric stove – Radiant ceramic (smoothtop),,0.107,818.21
2029,Denmark,Induction cooktop / electric stove – Radiant ceramic (smoothtop),,0.109,834.57
2030,Denmark,Induction cooktop / electric stove – Radiant ceramic (smoothtop),,0.111,851.26
2031,Denmark,Induction cooktop / electric stove – Radiant ceramic (smoothtop),,0.114,868.29
2032,Denmark,Induction cooktop / electric stove – Radiant ceramic (smoothtop),,0.116,885.65
2033,Denmark,Induction cooktop / electric stove – Radiant ceramic (smoothtop),,0.118,903.37
2034,Denmark,Induction cooktop / electric stove – Radiant ceramic (smoothtop),,0.121,921.43
2035,Denmark,Induction cooktop / electric stove – Radiant ceramic (smoothtop),,0.123,939.86
2015,Denmark,Induction cooktop / electric stove – Electric coil,0.05,,442.75
2016,Denmark,Induction cooktop / electric stove – Electric coil,0.051,,451.6
2017,Denmark,Induction cooktop / electric stove – Electric coil,0.052,,460.64
2018,Denmark,Induction cooktop / electric stove – Electric coil,0.053,,469.85
2019,Denmark,Induction cooktop / electric stove – Electric coil,0.054,,479.25
2020,Denmark,Induction cooktop / electric stove – Electric coil,0.055,,488.83
2021,Denmark,Induction cooktop / electric stove – Electric coil,0.056,,498.61
2022,Denmark,Induction cooktop / electric stove – Electric coil,0.057,,508.58
2023,Denmark,Induction cooktop / electric stove – Electric coil,0.058,,518.75
2024,Denmark,Induction cooktop / electric stove – Electric coil,0.059,,529.13
2025,Denmark,Induction cooktop / electric stove – Electric coil,,0.06,539.71
2026,Denmark,Induction cooktop / electric stove – Electric coil,,0.061,550.5
2027,Denmark,Induction cooktop / electric stove – Electric coil,,0.062,561.51
2028,Denmark,Induction cooktop / electric stove – Electric coil,,0.063,572.74
2029,Denmark,Induction cooktop / electric stove – Electric coil,,0.064,584.2
2030,Denmark,Induction cooktop / electric stove – Electric coil,,0.066,595.88
2031,Denmark,Induction cooktop / electric stove – Electric coil,,0.067,607.8
2032,Denmark,Induction cooktop / electric stove – Electric coil,,0.068,619.96
2033,Denmark,Induction cooktop / electric stove – Electric coil,,0.069,632.36
2034,Denmark,Induction cooktop / electric stove – Electric coil,,0.07,645.0
2035,Denmark,Induction cooktop / electric stove – Electric coil,,0.071,657.9
2015,Denmark,Electric oven – Single wall oven,0.042,,1150.0
2016,Denmark,Electric oven – Single wall oven,0.043,,1173.0
2017,Denmark,Electric oven – Single wall oven,0.043,,1196.46
2018,Denmark,Electric oven – Single wall oven,0.044,,1220.39
2019,Denmark,Electric oven – Single wall oven,0.045,,1244.8
2020,Denmark,Electric oven – Single wall oven,0.045,,1269.69
2021,Denmark,Electric oven – Single wall oven,0.046,,1295.09
2022,Denmark,Electric oven – Single wall oven,0.047,,1320.99
2023,Denmark,Electric oven – Single wall oven,0.048,,1347.41
2024,Denmark,Electric oven – Single wall oven,0.048,,1374.36
2025,Denmark,Electric oven – Single wall oven,,0.049,1401.84
2026,Denmark,Electric oven – Single wall oven,,0.05,1429.88
2027,Denmark,Electric oven – Single wall oven,,0.051,1458.48
2028,Denmark,Electric oven – Single wall oven,,0.051,1487.65
2029,Denmark,Electric oven – Single wall oven,,0.052,1517.4
2030,Denmark,Electric oven – Single wall oven,,0.053,1547.75
2031,Denmark,Electric oven – Single wall oven,,0.054,1578.7
2032,Denmark,Electric oven – Single wall oven,,0.055,1610.28
2033,Denmark,Electric oven – Single wall oven,,0.055,1642.48
2034,Denmark,Electric oven – Single wall oven,,0.056,1675.33
2035,Denmark,Electric oven – Single wall oven,,0.057,1708.84
2015,Denmark,Electric oven – Double wall oven,0.028,,1380.0
2016,Denmark,Electric oven – Double wall oven,0.028,,1407.6
2017,Denmark,Electric oven – Double wall oven,0.029,,1435.75
2018,Denmark,Electric oven – Double wall oven,0.029,,1464.47
2019,Denmark,Electric oven – Double wall oven,0.03,,1493.76
2020,Denmark,Electric oven – Double wall oven,0.03,,1523.63
2021,Denmark,Electric oven – Double wall oven,0.031,,1554.1
2022,Denmark,Electric oven – Double wall oven,0.032,,1585.19
2023,Denmark,Electric oven – Double wall oven,0.032,,1616.89
2024,Denmark,Electric oven – Double wall oven,0.033,,1649.23
2025,Denmark,Electric oven – Double wall oven,,0.033,1682.21
2026,Denmark,Electric oven – Double wall oven,,0.034,1715.86
2027,Denmark,Electric oven – Double wall oven,,0.034,1750.17
2028,Denmark,Electric oven – Double wall oven,,0.035,1785.18
2029,Denmark,Electric oven – Double wall oven,,0.035,1820.88
2030,Denmark,Electric oven – Double wall oven,,0.036,1857.3
2031,Denmark,Electric oven – Double wall oven,,0.036,1894.44
2032,Denmark,Electric oven – Double wall oven,,0.037,1932.33
2033,Denmark,Electric oven – Double wall oven,,0.038,1970.98
2034,Denmark,Electric oven – Double wall oven,,0.038,2010.4
2035,Denmark,Electric oven – Double wall oven,,0.039,2050.61
2015,Denmark,Electric oven – Freestanding range (electric),0.07,,1035.0
2016,Denmark,Electric oven – Freestanding range (electric),0.071,,1055.7
2017,Denmark,Electric oven – Freestanding range (electric),0.072,,1076.81
2018,Denmark,Electric oven – Freestanding range (electric),0.073,,1098.35
2019,Denmark,Electric oven – Freestanding range (electric),0.074,,1120.32
2020,Denmark,Electric oven – Freestanding range (electric),0.075,,1142.72
2021,Denmark,Electric oven – Freestanding range (electric),0.077,,1165.58
2022,Denmark,Electric oven – Freestanding range (electric),0.078,,1188.89
2023,Denmark,Electric oven – Freestanding range (electric),0.079,,1212.67
2024,Denmark,Electric oven – Freestanding range (electric),0.08,,1236.92
2025,Denmark,Electric oven – Freestanding range (electric),,0.081,1261.66
2026,Denmark,Electric oven – Freestanding range (electric),,0.082,1286.89
2027,Denmark,Electric oven – Freestanding range (electric),,0.083,1312.63
2028,Denmark,Electric oven – Freestanding range (electric),,0.085,1338.88
2029,Denmark,Electric oven – Freestanding range (electric),,0.086,1365.66
2030,Denmark,Electric oven – Freestanding range (electric),,0.087,1392.97
2031,Denmark,Electric oven – Freestanding range (electric),,0.088,1420.83
2032,Denmark,Electric oven – Freestanding range (electric),,0.089,1449.25
2033,Denmark,Electric oven – Freestanding range (electric),,0.091,1478.23
2034,Denmark,Electric oven – Freestanding range (electric),,0.092,1507.8
2035,Denmark,Electric oven – Freestanding range (electric),,0.093,1537.96
2015,Denmark,Electric kettle – Standard,0.192,,20.12
2016,Denmark,Electric kettle – Standard,0.194,,20.53
2017,Denmark,Electric kettle – Standard,0.197,,20.94
2018,Denmark,Electric kettle – Standard,0.2,,21.36
2019,Denmark,Electric kettle – Standard,0.202,,21.78
2020,Denmark,Electric kettle – Standard,0.205,,22.22
2021,Denmark,Electric kettle – Standard,0.207,,22.66
2022,Denmark,Electric kettle – Standard,0.21,,23.12
2023,Denmark,Electric kettle – Standard,0.213,,23.58
2024,Denmark,Electric kettle – Standard,0.216,,24.05
2025,Denmark,Electric kettle – Standard,,0.218,24.53
2026,Denmark,Electric kettle – Standard,,0.221,25.02
2027,Denmark,Electric kettle – Standard,,0.224,25.52
2028,Denmark,Electric kettle – Standard,,0.227,26.03
2029,Denmark,Electric kettle – Standard,,0.23,26.55
2030,Denmark,Electric kettle – Standard,,0.233,27.09
2031,Denmark,Electric kettle – Standard,,0.236,27.63
2032,Denmark,Electric kettle – Standard,,0.239,28.18
2033,Denmark,Electric kettle – Standard,,0.242,28.74
2034,Denmark,Electric kettle – Standard,,0.245,29.32
2035,Denmark,Electric kettle – Standard,,0.249,29.9
2015,Denmark,Electric kettle – Variable-temperature,0.08,,31.62
2016,Denmark,Electric kettle – Variable-temperature,0.081,,32.26
2017,Denmark,Electric kettle – Variable-temperature,0.082,,32.9
2018,Denmark,Electric kettle – Variable-temperature,0.084,,33.56
2019,Denmark,Electric kettle – Variable-temperature,0.085,,34.23
2020,Denmark,Electric kettle – Variable-temperature,0.086,,34.92
2021,Denmark,Electric kettle – Variable-temperature,0.087,,35.61
2022,Denmark,Electric kettle – Variable-temperature,0.089,,36.33
2023,Denmark,Electric kettle – Variable-temperature,0.09,,37.05
2024,Denmark,Electric kettle – Variable-temperature,0.091,,37.79
2025,Denmark,Electric kettle – Variable-temperature,,0.093,38.55
2026,Denmark,Electric kettle – Variable-temperature,,0.094,39.32
2027,Denmark,Electric kettle – Variable-temperature,,0.096,40.11
2028,Denmark,Electric kettle – Variable-temperature,,0.097,40.91
2029,Denmark,Electric kettle – Variable-temperature,,0.099,41.73
2030,Denmark,Electric kettle – Variable-temperature,,0.1,42.56
2031,Denmark,Electric kettle – Variable-temperature,,0.102,43.41
2032,Denmark,Electric kettle – Variable-temperature,,0.103,44.28
2033,Denmark,Electric kettle – Variable-temperature,,0.105,45.17
2034,Denmark,Electric kettle – Variable-temperature,,0.106,46.07
2035,Denmark,Electric kettle – Variable-temperature,,0.108,46.99
2015,Denmark,Electric kettle – Gooseneck (pour-over),0.048,,37.38
2016,Denmark,Electric kettle – Gooseneck (pour-over),0.049,,38.12
2017,Denmark,Electric kettle – Gooseneck (pour-over),0.049,,38.88
2018,Denmark,Electric kettle – Gooseneck (pour-over),0.05,,39.66
2019,Denmark,Electric kettle – Gooseneck (pour-over),0.051,,40.46
2020,Denmark,Electric kettle – Gooseneck (pour-over),0.052,,41.27
2021,Denmark,Electric kettle – Gooseneck (pour-over),0.052,,42.09
2022,Denmark,Electric kettle – Gooseneck (pour-over),0.053,,42.93
2023,Denmark,Electric kettle – Gooseneck (pour-over),0.054,,43.79
2024,Denmark,Electric kettle – Gooseneck (pour-over),0.055,,44.67
2025,Denmark,Electric kettle – Gooseneck (pour-over),,0.056,45.56
2026,Denmark,Electric kettle – Gooseneck (pour-over),,0.057,46.47
2027,Denmark,Electric kettle – Gooseneck (pour-over),,0.057,47.4
2028,Denmark,Electric kettle – Gooseneck (pour-over),,0.058,48.35
2029,Denmark,Electric kettle – Gooseneck (pour-over),,0.059,49.32
2030,Denmark,Electric kettle – Gooseneck (pour-over),,0.06,50.3
2031,Denmark,Electric kettle – Gooseneck (pour-over),,0.061,51.31
2032,Denmark,Electric kettle – Gooseneck (pour-over),,0.062,52.33
2033,Denmark,Electric kettle – Gooseneck (pour-over),,0.063,53.38
2034,Denmark,Electric kettle – Gooseneck (pour-over),,0.064,54.45
2035,Denmark,Electric kettle – Gooseneck (pour-over),,0.065,55.54
2015,Denmark,Toaster – 2-slice pop-up,0.16,,24.15
2016,Denmark,Toaster – 2-slice pop-up,0.162,,24.63
2017,Denmark,Toaster – 2-slice pop-up,0.164,,25.13
2018,Denmark,Toaster – 2-slice pop-up,0.166,,25.63
2019,Denmark,Toaster – 2-slice pop-up,0.168,,26.14
2020,Denmark,Toaster – 2-slice pop-up,0.171,,26.66
2021,Denmark,Toaster – 2-slice pop-up,0.173,,27.2
2022,Denmark,Toaster – 2-slice pop-up,0.175,,27.74
2023,Denmark,Toaster – 2-slice pop-up,0.177,,28.3
2024,Denmark,Toaster – 2-slice pop-up,0.18,,28.86
2025,Denmark,Toaster – 2-slice pop-up,,0.182,29.44
2026,Denmark,Toaster – 2-slice pop-up,,0.184,30.03
2027,Denmark,Toaster – 2-slice pop-up,,0.187,30.63
2028,Denmark,Toaster – 2-slice pop-up,,0.189,31.24
2029,Denmark,Toaster – 2-slice pop-up,,0.192,31.87
2030,Denmark,Toaster – 2-slice pop-up,,0.194,32.5
2031,Denmark,Toaster – 2-slice pop-up,,0.197,33.15
2032,Denmark,Toaster – 2-slice pop-up,,0.199,33.82
2033,Denmark,Toaster – 2-slice pop-up,,0.202,34.49
2034,Denmark,Toaster – 2-slice pop-up,,0.205,35.18
2035,Denmark,Toaster – 2-slice pop-up,,0.207,35.89
2015,Denmark,Toaster – 4-slice pop-up,0.08,,31.05
2016,Denmark,Toaster – 4-slice pop-up,0.081,,31.67
2017,Denmark,Toaster – 4-slice pop-up,0.082,,32.3
2018,Denmark,Toaster – 4-slice pop-up,0.083,,32.95
2019,Denmark,Toaster – 4-slice pop-up,0.085,,33.61
2020,Denmark,Toaster – 4-slice pop-up,0.086,,34.28
2021,Denmark,Toaster – 4-slice pop-up,0.087,,34.97
2022,Denmark,Toaster – 4-slice pop-up,0.088,,35.67
2023,Denmark,Toaster – 4-slice pop-up,0.089,,36.38
