Year,Region,Product_Category,Market_Size_Units (Millions),Market_Value (USD Billions),YoY_Growth_Rate (%),5_Year_CAGR_Forecast (%),Key_Driver
2023,South Korea,Ceiling fan – Standard,1.776,0.137,1.8,1.6,Energy-efficient cooling
2024,South Korea,Ceiling fan – Standard,1.808,0.143,1.8,1.6,Energy-efficient cooling
2025,South Korea,Ceiling fan – Standard,1.837,0.148,1.6,1.6,Energy-efficient cooling
2026,South Korea,Ceiling fan – Standard,1.867,0.153,1.6,1.6,Energy-efficient cooling
2027,South Korea,Ceiling fan – Standard,1.896,0.159,1.6,1.6,Energy-efficient cooling
2028,South Korea,Ceiling fan – Standard,1.927,0.165,1.6,1.6,Energy-efficient cooling
2015,South Korea,Ceiling fan – Low-profile (hugger),0.44,0.033,,1.6,Energy-efficient cooling
2016,South Korea,Ceiling fan – Low-profile (hugger),0.448,0.034,1.9,1.6,Energy-efficient cooling
2017,South Korea,Ceiling fan – Low-profile (hugger),0.457,0.035,1.9,1.6,Energy-efficient cooling
2018,South Korea,Ceiling fan – Low-profile (hugger),0.466,0.037,1.9,1.6,Energy-efficient cooling
2019,South Korea,Ceiling fan – Low-profile (hugger),0.474,0.038,1.9,1.6,Energy-efficient cooling
2020,South Korea,Ceiling fan – Low-profile (hugger),0.483,0.04,1.9,1.6,Energy-efficient cooling
2021,South Korea,Ceiling fan – Low-profile (hugger),0.493,0.041,1.9,1.6,Energy-efficient cooling
2022,South Korea,Ceiling fan – Low-profile (hugger),0.502,0.043,1.9,1.6,Energy-efficient cooling
2023,South Korea,Ceiling fan – Low-profile (hugger),0.512,0.044,1.9,1.6,Energy-efficient cooling
2024,South Korea,Ceiling fan – Low-profile (hugger),0.521,0.046,1.9,1.6,Energy-efficient cooling
2025,South Korea,Ceiling fan – Low-profile (hugger),0.53,0.048,1.7,1.6,Energy-efficient cooling
2026,South Korea,Ceiling fan – Low-profile (hugger),0.539,0.05,1.7,1.6,Energy-efficient cooling
2027,South Korea,Ceiling fan – Low-profile (hugger),0.548,0.052,1.7,1.6,Energy-efficient cooling
2028,South Korea,Ceiling fan – Low-profile (hugger),0.558,0.054,1.7,1.6,Energy-efficient cooling
2015,South Korea,Ceiling fan – Smart/remote-controlled,0.22,0.025,,1.6,Energy-efficient cooling
2016,South Korea,Ceiling fan – Smart/remote-controlled,0.225,0.026,2.2,1.6,Energy-efficient cooling
2017,South Korea,Ceiling fan – Smart/remote-controlled,0.23,0.028,2.2,1.6,Energy-efficient cooling
2018,South Korea,Ceiling fan – Smart/remote-controlled,0.235,0.029,2.2,1.6,Energy-efficient cooling
2019,South Korea,Ceiling fan – Smart/remote-controlled,0.24,0.03,2.2,1.6,Energy-efficient cooling
2020,South Korea,Ceiling fan – Smart/remote-controlled,0.245,0.031,2.2,1.6,Energy-efficient cooling
2021,South Korea,Ceiling fan – Smart/remote-controlled,0.251,0.033,2.2,1.6,Energy-efficient cooling
2022,South Korea,Ceiling fan – Smart/remote-controlled,0.256,0.034,2.2,1.6,Energy-efficient cooling
2023,South Korea,Ceiling fan – Smart/remote-controlled,0.262,0.035,2.2,1.6,Energy-efficient cooling
2024,South Korea,Ceiling fan – Smart/remote-controlled,0.268,0.037,2.2,1.6,Energy-efficient cooling
2025,South Korea,Ceiling fan – Smart/remote-controlled,0.273,0.038,2.0,1.6,Energy-efficient cooling
2026,South Korea,Ceiling fan – Smart/remote-controlled,0.278,0.04,2.0,1.6,Energy-efficient cooling
2027,South Korea,Ceiling fan – Smart/remote-controlled,0.284,0.042,2.0,1.6,Energy-efficient cooling
2028,South Korea,Ceiling fan – Smart/remote-controlled,0.29,0.043,2.0,1.6,Energy-efficient cooling
2015,South Korea,Space heater (electric room heater) – Fan-forced ceramic,0.7,0.034,,1.4,Safety features
2016,South Korea,Space heater (electric room heater) – Fan-forced ceramic,0.711,0.035,1.5,1.4,Safety features
2017,South Korea,Space heater (electric room heater) – Fan-forced ceramic,0.721,0.036,1.5,1.4,Safety features
2018,South Korea,Space heater (electric room heater) – Fan-forced ceramic,0.732,0.038,1.5,1.4,Safety features
2019,South Korea,Space heater (electric room heater) – Fan-forced ceramic,0.743,0.039,1.5,1.4,Safety features
2020,South Korea,Space heater (electric room heater) – Fan-forced ceramic,0.754,0.04,1.5,1.4,Safety features
2021,South Korea,Space heater (electric room heater) – Fan-forced ceramic,0.765,0.042,1.5,1.4,Safety features
2022,South Korea,Space heater (electric room heater) – Fan-forced ceramic,0.777,0.043,1.5,1.4,Safety features
2023,South Korea,Space heater (electric room heater) – Fan-forced ceramic,0.789,0.045,1.5,1.4,Safety features
2024,South Korea,Space heater (electric room heater) – Fan-forced ceramic,0.8,0.046,1.5,1.4,Safety features
2025,South Korea,Space heater (electric room heater) – Fan-forced ceramic,0.812,0.048,1.4,1.4,Safety features
2026,South Korea,Space heater (electric room heater) – Fan-forced ceramic,0.823,0.05,1.4,1.4,Safety features
2027,South Korea,Space heater (electric room heater) – Fan-forced ceramic,0.834,0.051,1.4,1.4,Safety features
2028,South Korea,Space heater (electric room heater) – Fan-forced ceramic,0.846,0.053,1.4,1.4,Safety features
2015,South Korea,Space heater (electric room heater) – Oil-filled radiator,0.42,0.025,,1.4,Safety features
2016,South Korea,Space heater (electric room heater) – Oil-filled radiator,0.427,0.026,1.6,1.4,Safety features
2017,South Korea,Space heater (electric room heater) – Oil-filled radiator,0.434,0.027,1.6,1.4,Safety features
2018,South Korea,Space heater (electric room heater) – Oil-filled radiator,0.44,0.028,1.6,1.4,Safety features
2019,South Korea,Space heater (electric room heater) – Oil-filled radiator,0.448,0.029,1.6,1.4,Safety features
2020,South Korea,Space heater (electric room heater) – Oil-filled radiator,0.455,0.03,1.6,1.4,Safety features
2021,South Korea,Space heater (electric room heater) – Oil-filled radiator,0.462,0.031,1.6,1.4,Safety features
2022,South Korea,Space heater (electric room heater) – Oil-filled radiator,0.469,0.033,1.6,1.4,Safety features
2023,South Korea,Space heater (electric room heater) – Oil-filled radiator,0.477,0.034,1.6,1.4,Safety features
2024,South Korea,Space heater (electric room heater) – Oil-filled radiator,0.484,0.035,1.6,1.4,Safety features
2025,South Korea,Space heater (electric room heater) – Oil-filled radiator,0.492,0.036,1.5,1.4,Safety features
2026,South Korea,Space heater (electric room heater) – Oil-filled radiator,0.499,0.038,1.5,1.4,Safety features
2027,South Korea,Space heater (electric room heater) – Oil-filled radiator,0.507,0.039,1.5,1.4,Safety features
2028,South Korea,Space heater (electric room heater) – Oil-filled radiator,0.514,0.04,1.5,1.4,Safety features
2015,South Korea,Space heater (electric room heater) – Infrared/quartz,0.28,0.02,,1.4,Safety features
2016,South Korea,Space heater (electric room heater) – Infrared/quartz,0.285,0.021,1.7,1.4,Safety features
2017,South Korea,Space heater (electric room heater) – Infrared/quartz,0.29,0.022,1.7,1.4,Safety features
2018,South Korea,Space heater (electric room heater) – Infrared/quartz,0.295,0.023,1.7,1.4,Safety features
2019,South Korea,Space heater (electric room heater) – Infrared/quartz,0.3,0.024,1.7,1.4,Safety features
2020,South Korea,Space heater (electric room heater) – Infrared/quartz,0.305,0.024,1.7,1.4,Safety features
2021,South Korea,Space heater (electric room heater) – Infrared/quartz,0.31,0.025,1.7,1.4,Safety features
2022,South Korea,Space heater (electric room heater) – Infrared/quartz,0.315,0.026,1.7,1.4,Safety features
2023,South Korea,Space heater (electric room heater) – Infrared/quartz,0.32,0.027,1.7,1.4,Safety features
2024,South Korea,Space heater (electric room heater) – Infrared/quartz,0.326,0.028,1.7,1.4,Safety features
2025,South Korea,Space heater (electric room heater) – Infrared/quartz,0.331,0.029,1.6,1.4,Safety features
2026,South Korea,Space heater (electric room heater) – Infrared/quartz,0.336,0.03,1.6,1.4,Safety features
2027,South Korea,Space heater (electric room heater) – Infrared/quartz,0.342,0.031,1.6,1.4,Safety features
2028,South Korea,Space heater (electric room heater) – Infrared/quartz,0.347,0.033,1.6,1.4,Safety features
2015,South Korea,Water heater / electric geyser – Storage tank,0.6,0.535,,1.9,Efficiency push
2016,South Korea,Water heater / electric geyser – Storage tank,0.612,0.556,2.0,1.9,Efficiency push
2017,South Korea,Water heater / electric geyser – Storage tank,0.624,0.579,2.0,1.9,Efficiency push
2018,South Korea,Water heater / electric geyser – Storage tank,0.637,0.602,2.0,1.9,Efficiency push
2019,South Korea,Water heater / electric geyser – Storage tank,0.649,0.626,2.0,1.9,Efficiency push
2020,South Korea,Water heater / electric geyser – Storage tank,0.662,0.652,2.0,1.9,Efficiency push
2021,South Korea,Water heater / electric geyser – Storage tank,0.676,0.678,2.0,1.9,Efficiency push
2022,South Korea,Water heater / electric geyser – Storage tank,0.689,0.705,2.0,1.9,Efficiency push
2023,South Korea,Water heater / electric geyser – Storage tank,0.703,0.734,2.0,1.9,Efficiency push
2024,South Korea,Water heater / electric geyser – Storage tank,0.717,0.764,2.0,1.9,Efficiency push
2025,South Korea,Water heater / electric geyser – Storage tank,0.731,0.794,1.9,1.9,Efficiency push
2026,South Korea,Water heater / electric geyser – Storage tank,0.745,0.825,1.9,1.9,Efficiency push
2027,South Korea,Water heater / electric geyser – Storage tank,0.759,0.857,1.9,1.9,Efficiency push
2028,South Korea,Water heater / electric geyser – Storage tank,0.773,0.891,1.9,1.9,Efficiency push
2015,South Korea,Water heater / electric geyser – Tankless (instant),0.3,0.356,,1.9,Efficiency push
2016,South Korea,Water heater / electric geyser – Tankless (instant),0.307,0.372,2.2,1.9,Efficiency push
2017,South Korea,Water heater / electric geyser – Tankless (instant),0.313,0.387,2.2,1.9,Efficiency push
2018,South Korea,Water heater / electric geyser – Tankless (instant),0.32,0.404,2.2,1.9,Efficiency push
2019,South Korea,Water heater / electric geyser – Tankless (instant),0.327,0.421,2.2,1.9,Efficiency push
2020,South Korea,Water heater / electric geyser – Tankless (instant),0.334,0.439,2.2,1.9,Efficiency push
2021,South Korea,Water heater / electric geyser – Tankless (instant),0.342,0.457,2.2,1.9,Efficiency push
2022,South Korea,Water heater / electric geyser – Tankless (instant),0.349,0.477,2.2,1.9,Efficiency push
2023,South Korea,Water heater / electric geyser – Tankless (instant),0.357,0.497,2.2,1.9,Efficiency push
2024,South Korea,Water heater / electric geyser – Tankless (instant),0.365,0.518,2.2,1.9,Efficiency push
2025,South Korea,Water heater / electric geyser – Tankless (instant),0.373,0.54,2.1,1.9,Efficiency push
2026,South Korea,Water heater / electric geyser – Tankless (instant),0.38,0.562,2.1,1.9,Efficiency push
2027,South Korea,Water heater / electric geyser – Tankless (instant),0.388,0.585,2.1,1.9,Efficiency push
2028,South Korea,Water heater / electric geyser – Tankless (instant),0.397,0.609,2.1,1.9,Efficiency push
2015,South Korea,Water heater / electric geyser – Heat pump,0.1,0.158,,1.9,Decarbonization incentives
2016,South Korea,Water heater / electric geyser – Heat pump,0.103,0.166,2.6,1.9,Decarbonization incentives
2017,South Korea,Water heater / electric geyser – Heat pump,0.105,0.173,2.6,1.9,Decarbonization incentives
2018,South Korea,Water heater / electric geyser – Heat pump,0.108,0.182,2.6,1.9,Decarbonization incentives
2019,South Korea,Water heater / electric geyser – Heat pump,0.111,0.19,2.6,1.9,Decarbonization incentives
2020,South Korea,Water heater / electric geyser – Heat pump,0.114,0.199,2.6,1.9,Decarbonization incentives
2021,South Korea,Water heater / electric geyser – Heat pump,0.117,0.208,2.6,1.9,Decarbonization incentives
2022,South Korea,Water heater / electric geyser – Heat pump,0.12,0.218,2.6,1.9,Decarbonization incentives
2023,South Korea,Water heater / electric geyser – Heat pump,0.123,0.228,2.6,1.9,Decarbonization incentives
2024,South Korea,Water heater / electric geyser – Heat pump,0.126,0.238,2.6,1.9,Decarbonization incentives
2025,South Korea,Water heater / electric geyser – Heat pump,0.129,0.249,2.5,1.9,Decarbonization incentives
2026,South Korea,Water heater / electric geyser – Heat pump,0.132,0.261,2.5,1.9,Decarbonization incentives
2027,South Korea,Water heater / electric geyser – Heat pump,0.136,0.273,2.5,1.9,Decarbonization incentives
2028,South Korea,Water heater / electric geyser – Heat pump,0.139,0.285,2.5,1.9,Decarbonization incentives
2015,South Korea,Air purifier – True HEPA,0.4,0.079,,3.5,Air quality concern
2016,South Korea,Air purifier – True HEPA,0.416,0.084,4.0,3.5,Air quality concern
2017,South Korea,Air purifier – True HEPA,0.433,0.089,4.0,3.5,Air quality concern
2018,South Korea,Air purifier – True HEPA,0.45,0.095,4.0,3.5,Air quality concern
2019,South Korea,Air purifier – True HEPA,0.468,0.1,4.0,3.5,Air quality concern
2020,South Korea,Air purifier – True HEPA,0.487,0.106,4.0,3.5,Air quality concern
2021,South Korea,Air purifier – True HEPA,0.506,0.113,4.0,3.5,Air quality concern
2022,South Korea,Air purifier – True HEPA,0.526,0.12,4.0,3.5,Air quality concern
2023,South Korea,Air purifier – True HEPA,0.547,0.127,4.0,3.5,Air quality concern
2024,South Korea,Air purifier – True HEPA,0.569,0.135,4.0,3.5,Air quality concern
2025,South Korea,Air purifier – True HEPA,0.589,0.142,3.5,3.5,Air quality concern
2026,South Korea,Air purifier – True HEPA,0.61,0.15,3.5,3.5,Air quality concern
2027,South Korea,Air purifier – True HEPA,0.631,0.159,3.5,3.5,Air quality concern
2028,South Korea,Air purifier – True HEPA,0.653,0.167,3.5,3.5,Air quality concern
2015,South Korea,Air purifier – HEPA + activated carbon,0.32,0.077,,3.5,Air quality concern
2016,South Korea,Air purifier – HEPA + activated carbon,0.334,0.082,4.3,3.5,Air quality concern
2017,South Korea,Air purifier – HEPA + activated carbon,0.348,0.088,4.3,3.5,Air quality concern
2018,South Korea,Air purifier – HEPA + activated carbon,0.363,0.093,4.3,3.5,Air quality concern
2019,South Korea,Air purifier – HEPA + activated carbon,0.379,0.099,4.3,3.5,Air quality concern
2020,South Korea,Air purifier – HEPA + activated carbon,0.395,0.106,4.3,3.5,Air quality concern
2021,South Korea,Air purifier – HEPA + activated carbon,0.412,0.112,4.3,3.5,Air quality concern
2022,South Korea,Air purifier – HEPA + activated carbon,0.43,0.119,4.3,3.5,Air quality concern
2023,South Korea,Air purifier – HEPA + activated carbon,0.448,0.127,4.3,3.5,Air quality concern
2024,South Korea,Air purifier – HEPA + activated carbon,0.467,0.135,4.3,3.5,Air quality concern
2025,South Korea,Air purifier – HEPA + activated carbon,0.485,0.143,3.8,3.5,Air quality concern
2026,South Korea,Air purifier – HEPA + activated carbon,0.504,0.152,3.8,3.5,Air quality concern
2027,South Korea,Air purifier – HEPA + activated carbon,0.523,0.16,3.8,3.5,Air quality concern
2028,South Korea,Air purifier – HEPA + activated carbon,0.543,0.17,3.8,3.5,Air quality concern
2015,South Korea,Air purifier – Electrostatic/ionizer,0.08,0.014,,3.5,Air quality concern
2016,South Korea,Air purifier – Electrostatic/ionizer,0.083,0.015,3.8,3.5,Air quality concern
2017,South Korea,Air purifier – Electrostatic/ionizer,0.086,0.016,3.8,3.5,Air quality concern
2018,South Korea,Air purifier – Electrostatic/ionizer,0.089,0.017,3.8,3.5,Air quality concern
2019,South Korea,Air purifier – Electrostatic/ionizer,0.093,0.018,3.8,3.5,Air quality concern
2020,South Korea,Air purifier – Electrostatic/ionizer,0.096,0.019,3.8,3.5,Air quality concern
2021,South Korea,Air purifier – Electrostatic/ionizer,0.1,0.02,3.8,3.5,Air quality concern
2022,South Korea,Air purifier – Electrostatic/ionizer,0.104,0.021,3.8,3.5,Air quality concern
2023,South Korea,Air purifier – Electrostatic/ionizer,0.108,0.022,3.8,3.5,Air quality concern
2024,South Korea,Air purifier – Electrostatic/ionizer,0.112,0.024,3.8,3.5,Air quality concern
2025,South Korea,Air purifier – Electrostatic/ionizer,0.116,0.025,3.3,3.5,Air quality concern
2026,South Korea,Air purifier – Electrostatic/ionizer,0.119,0.026,3.3,3.5,Air quality concern
2027,South Korea,Air purifier – Electrostatic/ionizer,0.123,0.028,3.3,3.5,Air quality concern
2028,South Korea,Air purifier – Electrostatic/ionizer,0.127,0.029,3.3,3.5,Air quality concern
2015,South Korea,Hair dryer – Travel/compact,0.27,0.012,,1.8,Beauty tech
2016,South Korea,Hair dryer – Travel/compact,0.275,0.013,2.0,1.8,Beauty tech
2017,South Korea,Hair dryer – Travel/compact,0.281,0.014,2.0,1.8,Beauty tech
2018,South Korea,Hair dryer – Travel/compact,0.287,0.014,2.0,1.8,Beauty tech
2019,South Korea,Hair dryer – Travel/compact,0.292,0.015,2.0,1.8,Beauty tech
2020,South Korea,Hair dryer – Travel/compact,0.298,0.015,2.0,1.8,Beauty tech
2021,South Korea,Hair dryer – Travel/compact,0.304,0.016,2.0,1.8,Beauty tech
2022,South Korea,Hair dryer – Travel/compact,0.31,0.016,2.0,1.8,Beauty tech
2023,South Korea,Hair dryer – Travel/compact,0.316,0.017,2.0,1.8,Beauty tech
2024,South Korea,Hair dryer – Travel/compact,0.323,0.018,2.0,1.8,Beauty tech
2025,South Korea,Hair dryer – Travel/compact,0.328,0.018,1.8,1.8,Beauty tech
2026,South Korea,Hair dryer – Travel/compact,0.334,0.019,1.8,1.8,Beauty tech
2027,South Korea,Hair dryer – Travel/compact,0.34,0.02,1.8,1.8,Beauty tech
2028,South Korea,Hair dryer – Travel/compact,0.347,0.021,1.8,1.8,Beauty tech
2015,South Korea,Hair dryer – Ionic/ceramic,0.45,0.033,,1.8,Beauty tech
2016,South Korea,Hair dryer – Ionic/ceramic,0.46,0.034,2.2,1.8,Beauty tech
2017,South Korea,Hair dryer – Ionic/ceramic,0.47,0.036,2.2,1.8,Beauty tech
2018,South Korea,Hair dryer – Ionic/ceramic,0.48,0.037,2.2,1.8,Beauty tech
2019,South Korea,Hair dryer – Ionic/ceramic,0.491,0.039,2.2,1.8,Beauty tech
2020,South Korea,Hair dryer – Ionic/ceramic,0.502,0.04,2.2,1.8,Beauty tech
2021,South Korea,Hair dryer – Ionic/ceramic,0.513,0.042,2.2,1.8,Beauty tech
2022,South Korea,Hair dryer – Ionic/ceramic,0.524,0.044,2.2,1.8,Beauty tech
2023,South Korea,Hair dryer – Ionic/ceramic,0.536,0.046,2.2,1.8,Beauty tech
2024,South Korea,Hair dryer – Ionic/ceramic,0.547,0.047,2.2,1.8,Beauty tech
2025,South Korea,Hair dryer – Ionic/ceramic,0.558,0.049,2.0,1.8,Beauty tech
2026,South Korea,Hair dryer – Ionic/ceramic,0.569,0.051,2.0,1.8,Beauty tech
2027,South Korea,Hair dryer – Ionic/ceramic,0.581,0.053,2.0,1.8,Beauty tech
2028,South Korea,Hair dryer – Ionic/ceramic,0.592,0.056,2.0,1.8,Beauty tech
2015,South Korea,Hair dryer – Professional salon (AC motor),0.18,0.019,,1.8,Beauty tech
2016,South Korea,Hair dryer – Professional salon (AC motor),0.184,0.02,2.3,1.8,Beauty tech
2017,South Korea,Hair dryer – Professional salon (AC motor),0.188,0.021,2.3,1.8,Beauty tech
2018,South Korea,Hair dryer – Professional salon (AC motor),0.193,0.022,2.3,1.8,Beauty tech
2019,South Korea,Hair dryer – Professional salon (AC motor),0.197,0.023,2.3,1.8,Beauty tech
2020,South Korea,Hair dryer – Professional salon (AC motor),0.202,0.024,2.3,1.8,Beauty tech
2021,South Korea,Hair dryer – Professional salon (AC motor),0.206,0.025,2.3,1.8,Beauty tech
2022,South Korea,Hair dryer – Professional salon (AC motor),0.211,0.026,2.3,1.8,Beauty tech
2023,South Korea,Hair dryer – Professional salon (AC motor),0.216,0.027,2.3,1.8,Beauty tech
2024,South Korea,Hair dryer – Professional salon (AC motor),0.221,0.028,2.3,1.8,Beauty tech
2025,South Korea,Hair dryer – Professional salon (AC motor),0.226,0.029,2.1,1.8,Beauty tech
2026,South Korea,Hair dryer – Professional salon (AC motor),0.23,0.03,2.1,1.8,Beauty tech
2027,South Korea,Hair dryer – Professional salon (AC motor),0.235,0.031,2.1,1.8,Beauty tech
2028,South Korea,Hair dryer – Professional salon (AC motor),0.24,0.033,2.1,1.8,Beauty tech
2015,South Korea,Steam iron – Conventional steam,0.66,0.058,,0.8,Wrinkle care
2016,South Korea,Steam iron – Conventional steam,0.667,0.06,1.0,0.8,Wrinkle care
2017,South Korea,Steam iron – Conventional steam,0.673,0.062,1.0,0.8,Wrinkle care
2018,South Korea,Steam iron – Conventional steam,0.68,0.064,1.0,0.8,Wrinkle care
2019,South Korea,Steam iron – Conventional steam,0.687,0.065,1.0,0.8,Wrinkle care
2020,South Korea,Steam iron – Conventional steam,0.694,0.067,1.0,0.8,Wrinkle care
2021,South Korea,Steam iron – Conventional steam,0.701,0.069,1.0,0.8,Wrinkle care
2022,South Korea,Steam iron – Conventional steam,0.708,0.072,1.0,0.8,Wrinkle care
2023,South Korea,Steam iron – Conventional steam,0.715,0.074,1.0,0.8,Wrinkle care
2024,South Korea,Steam iron – Conventional steam,0.722,0.076,1.0,0.8,Wrinkle care
2025,South Korea,Steam iron – Conventional steam,0.728,0.078,0.8,0.8,Wrinkle care
2026,South Korea,Steam iron – Conventional steam,0.733,0.08,0.8,0.8,Wrinkle care
2027,South Korea,Steam iron – Conventional steam,0.739,0.083,0.8,0.8,Wrinkle care
2028,South Korea,Steam iron – Conventional steam,0.745,0.085,0.8,0.8,Wrinkle care
2015,South Korea,Steam iron – Steam generator/boiler,0.275,0.042,,0.8,Wrinkle care
2016,South Korea,Steam iron – Steam generator/boiler,0.278,0.044,1.1,0.8,Wrinkle care
2017,South Korea,Steam iron – Steam generator/boiler,0.281,0.045,1.1,0.8,Wrinkle care
2018,South Korea,Steam iron – Steam generator/boiler,0.284,0.046,1.1,0.8,Wrinkle care
2019,South Korea,Steam iron – Steam generator/boiler,0.287,0.048,1.1,0.8,Wrinkle care
2020,South Korea,Steam iron – Steam generator/boiler,0.29,0.049,1.1,0.8,Wrinkle care
2021,South Korea,Steam iron – Steam generator/boiler,0.294,0.051,1.1,0.8,Wrinkle care
2022,South Korea,Steam iron – Steam generator/boiler,0.297,0.053,1.1,0.8,Wrinkle care
2023,South Korea,Steam iron – Steam generator/boiler,0.3,0.054,1.1,0.8,Wrinkle care
2024,South Korea,Steam iron – Steam generator/boiler,0.303,0.056,1.1,0.8,Wrinkle care
2025,South Korea,Steam iron – Steam generator/boiler,0.306,0.057,0.9,0.8,Wrinkle care
2026,South Korea,Steam iron – Steam generator/boiler,0.309,0.059,0.9,0.8,Wrinkle care
2027,South Korea,Steam iron – Steam generator/boiler,0.312,0.061,0.9,0.8,Wrinkle care
2028,South Korea,Steam iron – Steam generator/boiler,0.315,0.063,0.9,0.8,Wrinkle care
2015,South Korea,Steam iron – Cordless steam iron,0.165,0.027,,0.8,Wrinkle care
2016,South Korea,Steam iron – Cordless steam iron,0.167,0.028,1.2,0.8,Wrinkle care
2017,South Korea,Steam iron – Cordless steam iron,0.169,0.029,1.2,0.8,Wrinkle care
2018,South Korea,Steam iron – Cordless steam iron,0.171,0.03,1.2,0.8,Wrinkle care
2019,South Korea,Steam iron – Cordless steam iron,0.173,0.031,1.2,0.8,Wrinkle care
2020,South Korea,Steam iron – Cordless steam iron,0.175,0.032,1.2,0.8,Wrinkle care
2021,South Korea,Steam iron – Cordless steam iron,0.177,0.033,1.2,0.8,Wrinkle care
2022,South Korea,Steam iron – Cordless steam iron,0.179,0.034,1.2,0.8,Wrinkle care
2023,South Korea,Steam iron – Cordless steam iron,0.182,0.035,1.2,0.8,Wrinkle care
2024,South Korea,Steam iron – Cordless steam iron,0.184,0.036,1.2,0.8,Wrinkle care
2025,South Korea,Steam iron – Cordless steam iron,0.186,0.037,1.0,0.8,Wrinkle care
2026,South Korea,Steam iron – Cordless steam iron,0.187,0.038,1.0,0.8,Wrinkle care
2027,South Korea,Steam iron – Cordless steam iron,0.189,0.04,1.0,0.8,Wrinkle care
2028,South Korea,Steam iron – Cordless steam iron,0.191,0.041,1.0,0.8,Wrinkle care
2015,Taiwan,Refrigerator – Top-freezer,0.625,0.425,,1.8,Urbanization
2016,Taiwan,Refrigerator – Top-freezer,0.637,0.442,2.0,1.8,Urbanization
2017,Taiwan,Refrigerator – Top-freezer,0.65,0.46,2.0,1.8,Urbanization
2018,Taiwan,Refrigerator – Top-freezer,0.663,0.479,2.0,1.8,Urbanization
2019,Taiwan,Refrigerator – Top-freezer,0.677,0.498,2.0,1.8,Urbanization
2020,Taiwan,Refrigerator – Top-freezer,0.69,0.518,2.0,1.8,Urbanization
2021,Taiwan,Refrigerator – Top-freezer,0.704,0.539,2.0,1.8,Urbanization
2022,Taiwan,Refrigerator – Top-freezer,0.718,0.561,2.0,1.8,Urbanization
2023,Taiwan,Refrigerator – Top-freezer,0.732,0.583,2.0,1.8,Urbanization
2024,Taiwan,Refrigerator – Top-freezer,0.747,0.607,2.0,1.8,Urbanization
2025,Taiwan,Refrigerator – Top-freezer,0.76,0.63,1.8,1.8,Urbanization
2026,Taiwan,Refrigerator – Top-freezer,0.774,0.654,1.8,1.8,Urbanization
2027,Taiwan,Refrigerator – Top-freezer,0.788,0.68,1.8,1.8,Urbanization
2028,Taiwan,Refrigerator – Top-freezer,0.802,0.706,1.8,1.8,Urbanization
2015,Taiwan,Refrigerator – Bottom-freezer,0.375,0.3,,1.8,Urbanization
2016,Taiwan,Refrigerator – Bottom-freezer,0.383,0.312,2.0,1.8,Urbanization
2017,Taiwan,Refrigerator – Bottom-freezer,0.39,0.325,2.0,1.8,Urbanization
2018,Taiwan,Refrigerator – Bottom-freezer,0.398,0.338,2.0,1.8,Urbanization
2019,Taiwan,Refrigerator – Bottom-freezer,0.406,0.351,2.0,1.8,Urbanization
2020,Taiwan,Refrigerator – Bottom-freezer,0.414,0.366,2.0,1.8,Urbanization
2021,Taiwan,Refrigerator – Bottom-freezer,0.422,0.38,2.0,1.8,Urbanization
2022,Taiwan,Refrigerator – Bottom-freezer,0.431,0.396,2.0,1.8,Urbanization
2023,Taiwan,Refrigerator – Bottom-freezer,0.439,0.412,2.0,1.8,Urbanization
2024,Taiwan,Refrigerator – Bottom-freezer,0.448,0.428,2.0,1.8,Urbanization
2025,Taiwan,Refrigerator – Bottom-freezer,0.456,0.445,1.8,1.8,Urbanization
2026,Taiwan,Refrigerator – Bottom-freezer,0.464,0.462,1.8,1.8,Urbanization
2027,Taiwan,Refrigerator – Bottom-freezer,0.473,0.48,1.8,1.8,Urbanization
2028,Taiwan,Refrigerator – Bottom-freezer,0.481,0.498,1.8,1.8,Urbanization
2015,Taiwan,Refrigerator – Side-by-side,0.25,0.25,,1.8,Urbanization
2016,Taiwan,Refrigerator – Side-by-side,0.256,0.261,2.2,1.8,Urbanization
2017,Taiwan,Refrigerator – Side-by-side,0.261,0.272,2.2,1.8,Urbanization
2018,Taiwan,Refrigerator – Side-by-side,0.267,0.283,2.2,1.8,Urbanization
2019,Taiwan,Refrigerator – Side-by-side,0.273,0.295,2.2,1.8,Urbanization
2020,Taiwan,Refrigerator – Side-by-side,0.279,0.308,2.2,1.8,Urbanization
2021,Taiwan,Refrigerator – Side-by-side,0.285,0.321,2.2,1.8,Urbanization
2022,Taiwan,Refrigerator – Side-by-side,0.291,0.334,2.2,1.8,Urbanization
2023,Taiwan,Refrigerator – Side-by-side,0.298,0.349,2.2,1.8,Urbanization
2024,Taiwan,Refrigerator – Side-by-side,0.304,0.363,2.2,1.8,Urbanization
2025,Taiwan,Refrigerator – Side-by-side,0.31,0.378,2.0,1.8,Urbanization
2026,Taiwan,Refrigerator – Side-by-side,0.316,0.393,2.0,1.8,Urbanization
2027,Taiwan,Refrigerator – Side-by-side,0.323,0.409,2.0,1.8,Urbanization
2028,Taiwan,Refrigerator – Side-by-side,0.329,0.426,2.0,1.8,Urbanization
2015,Taiwan,Washing machine – Top-load agitator,0.25,0.128,,2.2,Premiumization
2016,Taiwan,Washing machine – Top-load agitator,0.256,0.133,2.5,2.2,Premiumization
2017,Taiwan,Washing machine – Top-load agitator,0.263,0.139,2.5,2.2,Premiumization
